,img_no,site_url,page_url,src,alt,model_alts,approved_alt
1783,3033,https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/bookmarked-series-image.jpg.webp?itok=tgBl_qGD,"Composite of four images: a dinosaur skeleton mounted for display; a collection of papers, drawings, and scientific instruments; the Hope Diamond; and a table of plant specimens","['a collage of images including a dinosaur skeleton, a necklace and other items']",
1784,3034,https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/handprint-500x300-left.png.webp?itok=XtQ-yTpM,A white handprint on a stone wall. The handprint has red pigment or paint around it.,['an image of a hand with red paint on it'],
1785,3037,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/professional-development,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200414-ashleynaranjo-distance-learning-smithsonian.jpg.webp?itok=NHurTw7J,Screenshot of a web page next to a small video image of educator Ashley Naranjo,['a screen shot of the smithsonian learning lab website'],
1786,3043,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/featured_single/public/media/image/anthroasc-learninglab.jpg.webp?itok=IJ3VBmph,"School students around a table, watching a man softening a moose hide with a stone scraper",['a group of people gathered around a table looking at a piece of leather'],
1787,3044,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/loring.png.webp?itok=pUsDPUwJ,"Archaeologist Stephen Loring in museum exhibit, showing children samples of fur",['an older man and two young girls looking at a stuffed animal'],
1788,3045,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/e280184parka.jpg.webp?itok=h8TVQD8y,"Hooded parka, made from gutskin and decorated with tufts of feathers ",['an old coat with writing on it'],
1789,3046,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/basket.jpg.webp?itok=3cRhkc2y,Pair of hands holding round basket,['a woman holding a woven basket in her hands'],
1790,3047,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/gutskinmaker.png.webp?itok=Rh82tBTq,Woman inspecting piece of gutskin,['an asian woman holding up a piece of paper'],
1791,3048,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/ascanchorageexhibit.jpg.webp?itok=jeoBPwP6,Several masks on exhibit at Anchorage Museum,['many different types of masks are on display in a glass case'],
1792,3049,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/tusks1.jpg.webp?itok=6O0BI5Nn,"Two narwhal tusks, protruding up from surface of the water",['a whale with two sticks sticking out of its head in the water'],
1793,3050,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/anthroasc-learninglab.jpg.webp?itok=uCf2fpJY,"School students around a table, watching a man softening a moose hide with a stone scraper",['a group of people gathered around a table looking at a piece of leather'],
1794,3059,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/programs/arctic-studies-center/asc-alaska-office,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/anthroasc-loc.jpg.webp?itok=p6XJ-F73,Exhibit hall with Arctic cultural objects,['an image of a woman on a television screen in a museum'],
1795,3061,https://naturalhistory.si.edu,https://naturalhistory.si.edu/visit/accessibility,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/wheelchair-park-839x227.jpg.webp?itok=m-6O5pmV,"One image showing the information desk on the Ground Floor, with an arrow pointing to the wheelchair park. A second image shows the wheelchairs.",['two pictures of the inside of a shopping mall'],
1796,3063,https://naturalhistory.si.edu,https://naturalhistory.si.edu/visit/dining-shopping,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/nmnh-store-photo-002-1400x1050.jpg.webp?itok=2o7dRGAI,"Items for sale, such as plates, bowls and decorations made from various minerals, all displayed on adjacent wooden tables. ",['the national museum of natural history store'],
1797,3065,https://naturalhistory.si.edu,https://naturalhistory.si.edu/visit/map,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/221128museum-map-digital-nov-28-2022.png.webp?itok=fUntNG20,Museum map showing all three floors.,['the map of the national museum of natural history'],
1798,3068,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/written-bone/forensic-anthropology,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/hero1200brickchapel-hsmc.jpg.webp?itok=TR3U9a_v,Forensic anthropologist carefully removes dirt from skull in grave,['a woman is working on a skeleton in a cave'],
1799,3070,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/written-bone/skeleton-keys/todays-bones,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/wibsurfing.jpg.webp?itok=_aIHJLAP,Image of person surfing,['a surfer riding a wave in the ocean'],
1800,3071,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/written-bone/skeleton-keys/todays-bones,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/wib-044-ut-04-94d-cortical-thinr-scapula400.jpg.webp?itok=vBqSRf1I,"Cortical Thinning Right Scapula, male, 101 yrs old",['a person holding a piece of bone in their hand'],
1801,3072,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/written-bone/skeleton-keys/todays-bones,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/wib047-ut-04-94d-ankylosed-pelvis-w-woven-bone400.jpg.webp?itok=iaEf_P2g,"Ankylosed pelvis w woven bone, male, 101 yrs old.",['a close up of a human skull with a hole in it'],
1802,3073,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/written-bone/skeleton-keys/todays-bones,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/wibg0571.jpg.webp?itok=HSnVnmfK,Human Thigh (vertical) against dark background,['a fossilized leg bone is shown on a gray background'],
1803,3074,https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/written-bone/skeleton-keys/todays-bones,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/wibshoulderreplacement.jpg.webp?itok=Zh-2JKK7,Showing shoulder joint with metal cap on humerus the socket on scapula. ,['a bone with a silver object on top of it'],
1804,3076,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/combretum-grandiflorum-7_0.jpg.webp?itok=EVD39VBX,Botany Staff hero image,['a close up of orange flowers on a plant'],
1805,3077,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/img1038_134.jpeg.webp?itok=fLayoFrG,Eric Schuettpelz: Research Botanist & Chair,['a man wearing glasses and a hat taking a selfie'],
1806,3078,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/maryann-appicelli.jpg.webp?itok=N2HDulsZ,apicellm_botany,['a woman in a pink shirt smiling at the camera'],
1807,3079,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/barret-brooks-square.jpg.webp?itok=DjYvKSVv,Brooks_B_Bot,['a bald man wearing glasses and a green shirt'],
1808,3080,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/leslie-brothers.jpg.webp?itok=UfX4QgHW,BrothersL_Botany,['a woman wearing glasses standing in front of some plants'],
1809,3081,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/egardner.jpg.webp?itok=txBO1eZI,Erika Gardner,['a woman sitting at a desk holding a piece of paper'],
1810,3083,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/annie-johnson.jpg.webp?itok=SLmT3j_m,Annie Johnson,['an older woman with short hair and a white shirt'],
1811,3084,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/gabriel-johnson.jpg.webp?itok=d_y4L-sb,johnsong_Bot,['a man with a beard and glasses standing in a hallway'],
1812,3085,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/carol-kelloff.jpg.webp?itok=XNVg-st9,KELLOFFC_Bot,['a woman with glasses standing in front of a poster'],
1813,3086,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/nancy-khan.jpg.webp?itok=Xo8WUY1l,khanna_Bot,['a woman sitting on a rock in a garden'],
1814,3087,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/gary-krupnick.jpg.webp?itok=om8puUjt,krupnickg_Bot,['a bald man in a green shirt smiling at the camera'],
1815,3088,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/ingrid-lin.jpg.webp?itok=S7WKnS9w,Ingrid Lin,['an asian woman in a black shirt standing in front of a computer'],
1816,3089,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/sue-lutz.jpg.webp?itok=h2Dt1jKE,Sue Lutz,['a woman with curly hair smiling at the camera'],
1817,3090,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/sylvia-orli-2.jpg.webp?itok=nEjjIHG_,Sylvia Orli,['a woman with curly hair standing in front of some bushes'],
1818,3091,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/mark-strong.jpg.webp?itok=t8lGUGDf,STRONGM_Bot,['a close up of a man wearing glasses and a plaid shirt'],
1819,3092,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/alice-tangerini.jpg.webp?itok=kIK7Fw74,Alice Tangerini,['a woman is working on a computer in front of a monitor'],
1820,3093,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/meghann-toner.jpg.webp?itok=wwLWYhkd,TonerM_Bot,['a smiling woman with glasses standing in front of a river'],
1821,3094,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/chris-tuccinardi.jpg.webp?itok=bVG9T-Hm,TUCCINAR_Bot,['a man in a green shirt standing in front of a desk'],
1822,3095,https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/botany/staff,https://naturalhistory.si.edu/sites/default/files/styles/circle/public/media/image/acevedopedro_136.jpg.webp?itok=qQctVmbj,Pedro Acevedo: Research Botanist and Curator of Botany (Sapindaceae and Caribbean plants),['a man with a backpack smiles at the camera'],
